净值日期,单位净值,日增长率
2025-09-19,1.6606,-1.24
2025-09-22,1.7534,5.59
2025-09-23,1.7564,0.17
2025-09-24,1.8067,2.86
2025-09-25,1.8266,1.1
2025-09-26,1.7839,-2.34
2025-09-29,1.8119,1.57
2025-09-30,1.8781,3.65
2025-10-09,1.9047,1.42
2025-10-10,1.7968,-5.66
