净值日期,单位净值,日增长率
2023-05-05,1.1515,1.66
2023-05-08,1.1959,3.86
2023-05-09,1.1758,-1.68
2023-05-10,1.154,-1.85
2023-05-11,1.1253,-2.49
2023-05-12,1.1092,-1.43
2023-05-15,1.1097,0.05
2023-05-16,1.084,-2.32
2023-05-17,1.0929,0.82
2023-05-18,1.132,3.58
2023-05-19,1.115,-1.5
2023-05-22,1.105,-0.9
2023-05-23,1.0859,-1.73
2023-05-24,1.0813,-0.42
2023-05-25,1.087,0.53
2023-05-26,1.1183,2.88
2023-05-29,1.1339,1.39
2023-05-30,1.1666,2.88
2023-05-31,1.2062,3.39
2023-06-01,1.2168,0.88
2023-06-02,1.2218,0.41
2023-06-05,1.2244,0.21
2023-06-06,1.1924,-2.61
2023-06-07,1.2129,1.72
2023-06-08,1.1996,-1.1
2023-06-09,1.2407,3.43
2023-06-12,1.2361,-0.37
2023-06-13,1.2586,1.82
2023-06-14,1.2833,1.96
2023-06-15,1.2594,-1.86
2023-06-16,1.3092,3.95
2023-06-19,1.3536,3.39
2023-06-20,1.3587,0.38
2023-06-21,1.2948,-4.7
2023-06-26,1.2243,-5.44
2023-06-27,1.2386,1.17
2023-06-28,1.1944,-3.57
2023-06-29,1.2003,0.49
2023-06-30,1.2028,0.21
2023-07-03,1.1916,-0.93
2023-07-04,1.197,0.45
2023-07-05,1.1841,-1.08
2023-07-06,1.1798,-0.36
2023-07-07,1.1636,-1.37
2023-07-10,1.1558,-0.67
2023-07-11,1.1539,-0.16
2023-07-12,1.111,-3.72
2023-07-13,1.1279,1.52
2023-07-14,1.155,2.4
2023-07-17,1.1559,0.08
2023-07-18,1.1378,-1.57
2023-07-19,1.1317,-0.54
2023-07-20,1.0937,-3.36
2023-07-21,1.0834,-0.94
2023-07-24,1.0983,1.38
2023-07-25,1.1144,1.47
2023-07-26,1.0906,-2.14
2023-07-27,1.073,-1.61
2023-07-28,1.0889,1.48
2023-07-31,1.0995,0.97
2023-08-01,1.1052,0.52
2023-08-02,1.1016,-0.33
2023-08-03,1.0988,-0.25
2023-08-04,1.1317,2.99
2023-08-07,1.1332,0.13
2023-08-08,1.1241,-0.8
2023-08-09,1.0995,-2.19
2023-08-10,1.0977,-0.16
2023-08-11,1.0694,-2.58
2023-08-14,1.096,2.49
2023-08-15,1.0773,-1.71
2023-08-16,1.0114,-1.94
2023-08-17,1.0192,0.77
2023-08-18,0.9966,-2.22
2023-08-21,0.9966,0.0
2023-08-22,1.05,5.36
2023-08-23,1.036,-1.33
2023-08-24,1.0196,-1.58
2023-08-25,0.9821,-3.68
2023-08-28,0.9797,-0.24
2023-08-29,1.0208,4.2
2023-08-30,1.0519,3.05
2023-08-31,1.0402,-1.11
2023-09-01,1.0351,-0.49
2023-09-04,1.0544,1.86
2023-09-05,1.0312,-2.2
2023-09-06,1.0254,-0.56
2023-09-07,1.0124,-1.27
2023-09-08,0.9988,-1.34
2023-09-11,1.0094,1.06
2023-09-12,0.9973,-1.2
2023-09-13,0.9774,-2.0
2023-09-14,0.969,-0.86
2023-09-15,0.9644,-0.47
2023-09-18,0.9615,-0.3
2023-09-19,0.9447,-1.75
2023-09-20,0.9327,-1.27
2023-09-21,0.9257,-0.75
2023-09-22,0.9603,3.74
2023-09-25,0.9461,-1.48
2023-09-26,0.9545,0.89
2023-09-27,0.9556,0.12
2023-09-28,0.9542,-0.15
2023-10-09,0.9506,-0.38
2023-10-10,0.9577,0.75
2023-10-11,0.9607,0.31
2023-10-12,0.954,-0.7
2023-10-13,0.9434,-1.11
2023-10-16,0.9277,-1.66
2023-10-17,0.9288,0.12
2023-10-18,0.9157,-1.41
2023-10-19,0.9098,-0.64
2023-10-20,0.8917,-1.99
2023-10-23,0.8802,-1.29
2023-10-24,0.8911,1.24
2023-10-25,0.8988,0.86
2023-10-26,0.8952,-0.4
2023-10-27,0.91,1.65
2023-10-30,0.9541,4.85
2023-10-31,0.9486,-0.58
2023-11-01,0.9405,-0.85
2023-11-02,0.9279,-1.34
2023-11-03,0.9486,2.23
2023-11-06,0.9761,2.9
2023-11-07,0.9819,0.59
2023-11-08,0.984,0.21
2023-11-09,0.9729,-1.13
2023-11-10,0.9717,-0.12
2023-11-13,0.9782,0.67
2023-11-14,0.991,1.31
2023-11-15,0.9865,-0.45
2023-11-16,0.9752,-1.15
2023-11-17,0.9812,0.62
2023-11-20,0.9838,0.26
2023-11-21,0.9711,-1.29
2023-11-22,0.9608,-1.06
2023-11-23,0.9628,0.21
2023-11-24,0.935,-2.89
2023-11-27,0.9455,1.12
2023-11-28,0.9495,0.42
2023-11-29,0.9408,-0.92
2023-11-30,0.9379,-0.31
2023-12-01,0.9595,2.3
2023-12-04,0.97,1.09
2023-12-05,0.944,-2.68
2023-12-06,0.9468,0.3
2023-12-07,0.9644,1.86
2023-12-08,0.988,2.45
2023-12-11,1.0128,2.51
2023-12-12,1.0094,-0.34
2023-12-13,0.9926,-1.66
2023-12-14,0.9842,-0.85
2023-12-15,0.976,-0.83
2023-12-18,0.9634,-1.29
2023-12-19,0.9713,0.82
2023-12-20,0.9474,-2.46
2023-12-21,0.9555,0.85
2023-12-22,0.9237,-3.33
2023-12-25,0.9217,-0.22
2023-12-26,0.8949,-2.91
2023-12-27,0.9089,1.56
2023-12-28,0.9242,1.68
2023-12-29,0.9515,2.95
2023-12-31,0.9514,-0.01
2024-01-02,0.9351,-1.71
2024-01-03,0.9217,-1.43
2024-01-04,0.9184,-0.36
2024-01-05,0.9047,-1.49
2024-01-08,0.8847,-2.21
2024-01-09,0.8809,-0.43
2024-01-10,0.8656,-1.74
2024-01-11,0.8898,2.8
2024-01-12,0.8665,-2.62
2024-01-15,0.8642,-0.27
2024-01-16,0.8543,-1.15
2024-01-17,0.825,-3.43
2024-01-18,0.8432,2.21
2024-01-19,0.8282,-1.78
2024-01-22,0.7917,-4.41
2024-01-23,0.8084,2.11
2024-01-24,0.8037,-0.58
2024-01-25,0.818,1.78
2024-01-26,0.7943,-2.9
2024-01-29,0.7601,-4.31
2024-01-30,0.7443,-2.08
2024-01-31,0.7236,-2.78
2024-02-01,0.7346,1.52
2024-02-02,0.7145,-2.74
2024-02-05,0.6896,-3.48
2024-02-06,0.7337,6.4
2024-02-07,0.7437,1.36
2024-02-08,0.7715,3.74
2024-02-19,0.8113,5.16
2024-02-20,0.8096,-0.21
2024-02-21,0.8051,-0.56
2024-02-22,0.8216,2.05
2024-02-23,0.8281,0.79
2024-02-26,0.8292,0.13
2024-02-27,0.8617,3.92
2024-02-28,0.8218,-4.63
2024-02-29,0.8472,3.09
2024-03-01,0.8722,2.95
2024-03-04,0.8814,1.05
2024-03-05,0.8769,-0.51
2024-03-06,0.8684,-0.97
2024-03-07,0.8519,-1.9
2024-03-08,0.8716,2.31
2024-03-11,0.8741,0.29
2024-03-12,0.8662,-0.9
2024-03-13,0.872,0.67
2024-03-14,0.8603,-1.34
2024-03-15,0.8717,1.33
2024-03-18,0.8926,2.4
2024-03-19,0.8859,-0.75
2024-03-20,0.892,0.69
2024-03-21,0.8874,-0.52
2024-03-22,0.8837,-0.42
2024-03-25,0.8577,-2.94
2024-03-26,0.8448,-1.5
2024-03-27,0.8105,-4.06
2024-03-28,0.8285,2.22
2024-03-29,0.8314,0.35
2024-04-01,0.8544,2.77
2024-04-02,0.8376,-1.97
2024-04-03,0.8238,-1.65
2024-04-08,0.8131,-1.3
2024-04-09,0.8171,0.49
2024-04-10,0.7982,-2.31
2024-04-11,0.7985,0.04
2024-04-12,0.8087,1.28
2024-04-15,0.8084,-0.04
2024-04-16,0.7894,-2.35
2024-04-17,0.8118,2.84
2024-04-18,0.8052,-0.81
2024-04-19,0.7901,-1.88
2024-04-22,0.7873,-0.35
2024-04-23,0.7922,0.62
2024-04-24,0.8144,2.8
2024-04-25,0.8102,-0.52
2024-04-26,0.8326,2.76
2024-04-29,0.8503,2.13
2024-04-30,0.8403,-1.18
2024-05-06,0.8499,1.14
2024-05-07,0.8411,-1.04
2024-05-08,0.8258,-1.82
2024-05-09,0.8365,1.3
2024-05-10,0.8258,-1.28
2024-05-13,0.8205,-0.64
2024-05-14,0.8187,-0.22
2024-05-15,0.812,-0.82
2024-05-16,0.8244,1.53
2024-05-17,0.836,1.41
2024-05-20,0.8391,0.37
2024-05-21,0.8356,-0.42
2024-05-22,0.8356,0.0
2024-05-23,0.8254,-1.22
2024-05-24,0.8059,-2.36
2024-05-27,0.8171,1.39
2024-05-28,0.8072,-1.21
2024-05-29,0.8037,-0.43
2024-05-30,0.814,1.28
2024-05-31,0.8156,0.2
2024-06-03,0.8216,0.74
2024-06-04,0.8201,-0.18
2024-06-05,0.8223,0.27
2024-06-06,0.8222,-0.01
2024-06-07,0.815,-0.88
2024-06-11,0.8352,2.48
2024-06-12,0.8364,0.14
2024-06-13,0.8411,0.56
2024-06-14,0.8479,0.81
2024-06-17,0.868,2.37
2024-06-18,0.8758,0.9
2024-06-19,0.8687,-0.81
2024-06-20,0.8732,0.52
2024-06-21,0.8781,0.56
2024-06-24,0.8628,-1.74
2024-06-25,0.8284,-3.99
2024-06-26,0.8546,3.16
2024-06-27,0.8434,-1.31
2024-06-28,0.8449,0.18
2024-06-30,0.8448,-0.01
2024-07-01,0.8383,-0.77
2024-07-02,0.8251,-1.57
2024-07-03,0.8279,0.34
2024-07-04,0.8193,-1.04
2024-07-05,0.8173,-0.24
2024-07-08,0.8113,-0.73
2024-07-09,0.8446,4.1
2024-07-10,0.8402,-0.52
2024-07-11,0.8433,0.37
2024-07-12,0.8384,-0.58
2024-07-15,0.8427,0.51
2024-07-16,0.8665,2.82
2024-07-17,0.8536,-1.49
2024-07-18,0.8608,0.84
2024-07-19,0.8775,1.94
2024-07-22,0.88,0.28
2024-07-23,0.8421,-4.31
2024-07-24,0.83,-1.44
2024-07-25,0.8186,-1.37
2024-07-26,0.8302,1.42
2024-07-29,0.8219,-1.0
2024-07-30,0.8256,0.45
2024-07-31,0.8594,4.09
2024-08-01,0.8623,0.34
2024-08-02,0.8341,-3.27
2024-08-05,0.8011,-3.96
2024-08-06,0.8109,1.22
2024-08-07,0.8011,-1.21
2024-08-08,0.8068,0.71
2024-08-09,0.8076,0.1
2024-08-12,0.802,-0.69
2024-08-13,0.8047,0.34
2024-08-14,0.7887,-1.99
2024-08-15,0.7929,0.53
2024-08-16,0.793,0.01
2024-08-19,0.7969,0.49
2024-08-20,0.7866,-1.29
2024-08-21,0.7864,-0.03
2024-08-22,0.7804,-0.76
2024-08-23,0.7764,-0.51
2024-08-26,0.7727,-0.48
2024-08-27,0.7646,-1.05
2024-08-28,0.7656,0.13
2024-08-29,0.775,1.23
2024-08-30,0.8044,3.79
2024-09-02,0.7774,-3.36
2024-09-03,0.784,0.85
2024-09-04,0.7788,-0.66
2024-09-05,0.7812,0.31
2024-09-06,0.7659,-1.96
2024-09-09,0.7609,-0.65
2024-09-10,0.7751,1.87
2024-09-11,0.7756,0.06
2024-09-12,0.7696,-0.77
2024-09-13,0.7662,-0.44
2024-09-18,0.7638,-0.31
2024-09-19,0.7674,0.47
2024-09-20,0.7691,0.22
2024-09-23,0.7635,-0.73
2024-09-24,0.7897,3.43
2024-09-25,0.7928,0.39
2024-09-26,0.8168,3.03
2024-09-27,0.871,6.64
2024-09-30,0.9934,14.05
2024-10-08,1.1406,14.82
2024-10-09,1.0706,-6.14
2024-10-10,1.037,-3.14
2024-10-11,0.9721,-6.26
2024-10-14,1.0073,3.62
2024-10-15,0.9845,-2.26
2024-10-16,0.9818,-0.27
2024-10-17,0.9885,0.68
2024-10-18,1.0639,7.63
2024-10-21,1.0778,1.31
2024-10-22,1.0661,-1.09
2024-10-23,1.0553,-1.01
2024-10-24,1.0496,-0.54
2024-10-25,1.0586,0.86
2024-10-28,1.063,0.42
2024-10-29,1.0442,-1.77
2024-10-30,1.0367,-0.72
2024-10-31,1.0463,0.93
2024-11-01,0.9999,-4.43
2024-11-04,1.0236,2.37
2024-11-05,1.0865,6.14
2024-11-06,1.1019,1.42
2024-11-07,1.138,3.28
2024-11-08,1.1547,1.47
2024-11-11,1.2304,6.56
2024-11-12,1.2056,-2.02
2024-11-13,1.222,1.36
2024-11-14,1.1776,-3.63
2024-11-15,1.1374,-3.41
2024-11-18,1.085,-4.61
2024-11-19,1.1169,2.94
2024-11-20,1.1435,2.38
2024-11-21,1.1624,1.65
2024-11-22,1.1225,-3.43
2024-11-25,1.1216,-0.08
2024-11-26,1.1145,-0.63
2024-11-27,1.153,3.45
2024-11-28,1.1307,-1.93
2024-11-29,1.1583,2.44
2024-12-02,1.1745,1.4
2024-12-03,1.1644,-0.86
2024-12-04,1.1551,-0.8
2024-12-05,1.1807,2.22
2024-12-06,1.1957,1.27
2024-12-09,1.1855,-0.85
2024-12-10,1.2107,2.13
2024-12-11,1.21,-0.06
2024-12-12,1.2056,-0.36
2024-12-13,1.1802,-2.11
2024-12-16,1.1504,-2.52
2024-12-17,1.1285,-1.9
2024-12-18,1.139,0.93
2024-12-19,1.1439,0.43
2024-12-20,1.1588,1.3
2024-12-23,1.1233,-3.06
2024-12-24,1.1348,1.02
2024-12-25,1.1214,-1.18
2024-12-26,1.134,1.12
2024-12-27,1.1227,-1.0
2024-12-30,1.1186,-0.37
2024-12-31,1.0889,-2.66
2025-01-02,1.0565,-2.98
2025-01-03,1.029,-2.6
2025-01-06,1.0174,-1.13
2025-01-07,1.0399,2.21
2025-01-08,1.0385,-0.13
2025-01-09,1.0423,0.37
2025-01-10,1.0263,-1.54
2025-01-13,1.0362,0.96
2025-01-14,1.0947,5.65
2025-01-15,1.0889,-0.53
2025-01-16,1.0831,-0.53
2025-01-17,1.097,1.28
2025-01-20,1.1061,0.83
2025-01-21,1.1497,3.94
2025-01-22,1.1479,-0.16
2025-01-23,1.1365,-0.99
2025-01-24,1.1905,4.75
2025-01-27,1.1623,-2.37
2025-02-05,1.2067,3.82
2025-02-06,1.2523,3.78
2025-02-07,1.2641,0.94
2025-02-10,1.2964,2.56
2025-02-11,1.2897,-0.52
2025-02-12,1.3315,3.24
2025-02-13,1.3003,-2.34
2025-02-14,1.3188,1.42
2025-02-17,1.3292,0.79
2025-02-18,1.2945,-2.61
2025-02-19,1.3272,2.53
2025-02-20,1.3304,0.24
2025-02-21,1.4081,5.84
2025-02-24,1.4015,-0.47
2025-02-25,1.39,-0.82
2025-02-26,1.394,0.29
2025-02-27,1.3706,-1.68
2025-02-28,1.3097,-4.44
2025-03-03,1.2962,-1.03
2025-03-04,1.325,2.22
2025-03-05,1.3504,1.92
2025-03-06,1.4009,3.74
2025-03-07,1.4001,-0.06
2025-03-10,1.3876,-0.89
2025-03-11,1.4101,1.62
2025-03-12,1.4152,0.36
2025-03-13,1.3857,-2.08
2025-03-14,1.4035,1.28
2025-03-17,1.3859,-1.25
2025-03-18,1.3879,0.14
2025-03-19,1.3669,-1.51
2025-03-20,1.3463,-1.51
2025-03-21,1.3087,-2.79
2025-03-24,1.299,-0.74
2025-03-25,1.2672,-2.45
2025-03-26,1.2785,0.89
2025-03-27,1.2757,-0.22
2025-03-28,1.2723,-0.27
2025-03-31,1.2956,1.83
2025-04-01,1.2821,-1.04
2025-04-02,1.2928,0.83
2025-04-03,1.2864,-0.5
2025-04-07,1.1631,-9.58
2025-04-08,1.156,-0.61
2025-04-09,1.1945,3.33
2025-04-10,1.218,1.97
2025-04-11,1.2505,2.67
2025-04-14,1.2667,1.3
2025-04-15,1.2625,-0.33
2025-04-16,1.2406,-1.73
2025-04-17,1.2553,1.18
2025-04-18,1.2468,-0.68
2025-04-21,1.2786,2.55
2025-04-22,1.2452,-2.61
2025-04-23,1.2609,1.26
2025-04-24,1.23,-2.45
2025-04-25,1.2487,1.52
2025-04-28,1.2587,0.8
2025-04-29,1.273,1.14
2025-04-30,1.3051,2.52
2025-05-06,1.3354,2.32
2025-05-07,1.3125,-1.71
2025-05-08,1.3151,0.2
2025-05-09,1.2834,-2.41
2025-05-12,1.3016,1.42
2025-05-13,1.2993,-0.18
2025-05-14,1.3055,0.48
2025-05-15,1.2598,-3.5
2025-05-16,1.2538,-0.48
2025-05-19,1.2581,0.34
2025-05-20,1.2627,0.37
2025-05-21,1.2545,-0.65
2025-05-22,1.2482,-0.5
2025-05-23,1.23,-1.46
2025-05-26,1.2375,0.61
2025-05-27,1.2283,-0.74
2025-05-28,1.2239,-0.36
2025-05-29,1.2586,2.84
2025-05-30,1.247,-0.92
2025-06-03,1.2523,0.43
2025-06-04,1.2618,0.76
2025-06-05,1.2914,2.35
2025-06-06,1.2814,-0.77
2025-06-09,1.2954,1.09
2025-06-10,1.2742,-1.64
2025-06-11,1.2791,0.38
2025-06-12,1.296,1.32
2025-06-13,1.2846,-0.88
2025-06-16,1.3198,2.74
2025-06-17,1.3154,-0.33
2025-06-18,1.3136,-0.14
2025-06-19,1.308,-0.43
2025-06-20,1.2894,-1.42
2025-06-23,1.3088,1.5
2025-06-24,1.3359,2.07
2025-06-25,1.3888,3.96
2025-06-26,1.3815,-0.53
2025-06-27,1.3355,0.29
2025-06-30,1.3564,1.56
2025-07-01,1.3397,-1.23
2025-07-02,1.3188,-1.56
2025-07-03,1.3215,0.2
2025-07-04,1.3196,-0.14
2025-07-07,1.3172,-0.18
2025-07-08,1.3364,1.46
2025-07-09,1.3355,-0.07
2025-07-10,1.3361,0.04
2025-07-11,1.3553,1.44
2025-07-14,1.3615,0.46
2025-07-15,1.4174,4.11
2025-07-16,1.438,1.45
2025-07-17,1.4565,1.29
2025-07-18,1.4591,0.18
2025-07-21,1.4422,-1.16
2025-07-22,1.4295,-0.88
2025-07-23,1.4409,0.8
2025-07-24,1.456,1.05
2025-07-25,1.4915,2.44
2025-07-28,1.4845,-0.47
2025-07-29,1.5039,1.31
2025-07-30,1.4942,-0.64
2025-07-31,1.502,0.52
2025-08-01,1.5034,0.09
2025-08-04,1.5204,1.13
2025-08-05,1.5195,-0.06
2025-08-06,1.5347,1.0
2025-08-07,1.5304,-0.28
2025-08-08,1.4887,-2.72
2025-08-11,1.5139,1.69
2025-08-12,1.5388,1.64
2025-08-13,1.5796,2.65
2025-08-14,1.561,-1.18
2025-08-15,1.5881,1.74
2025-08-18,1.6371,3.09
2025-08-19,1.634,-0.19
2025-08-20,1.6727,2.37
2025-08-21,1.64,-1.95
2025-08-22,1.7121,4.4
2025-08-25,1.7537,2.43
2025-08-26,1.767,0.76
2025-08-27,1.7907,1.34
2025-08-28,1.8913,5.62
2025-08-29,1.8641,-1.44
2025-09-01,1.8984,1.84
2025-09-02,1.8038,-4.98
2025-09-03,1.8016,-0.12
2025-09-04,1.6845,-6.5
2025-09-05,1.745,3.59
2025-09-08,1.723,-1.26
2025-09-09,1.6872,-2.08
2025-09-10,1.7194,1.91
2025-09-11,1.7439,5.38
2025-09-12,1.7295,-0.83
2025-09-15,1.7268,-0.16
2025-09-16,1.7297,0.17
2025-09-17,1.7513,1.25
2025-09-18,1.7594,0.46
2025-09-19,1.7575,-0.11
2025-09-22,1.798,2.3
2025-09-23,1.7927,-0.29
2025-09-24,1.8186,1.44
2025-09-25,1.8509,1.78
2025-09-26,1.785,-3.56
2025-09-29,1.8016,0.93
2025-09-30,1.8109,0.52
2025-10-09,1.82,0.5
2025-10-10,1.7487,-3.92
