净值日期,单位净值,日增长率
2017-08-22,1.0594,-0.2824
2017-08-23,1.0606,0.1133
2017-08-24,1.0609,0.0283
2017-08-25,1.0598,-0.1037
2017-08-28,1.0647,0.4624
2017-08-29,1.0755,1.0144
2017-08-30,1.0642,-1.0507
2017-08-31,1.0638,-0.0376
2017-09-01,1.0697,0.5546
2017-09-04,1.0788,0.8507
2017-09-05,1.0758,-0.2781
2017-09-06,1.0802,0.409
2017-09-07,1.0763,-0.361
2017-09-08,1.0776,0.1208
2017-09-11,1.0765,-0.1021
2017-09-12,1.072,-0.418
2017-09-13,1.075,0.2799
2017-09-14,1.0718,-0.2977
2017-09-15,1.0733,0.14
2017-09-18,1.0686,-0.4379
2017-09-19,1.0676,-0.0936
2017-09-20,1.0685,0.0843
2017-09-21,1.0597,-0.8236
2017-09-22,1.0628,0.2925
2017-09-25,1.0599,-0.2729
2017-09-26,1.0727,1.2077
2017-09-27,1.064,-0.811
2017-09-28,1.0605,-0.3289
2017-09-29,1.0634,0.2735
2017-10-09,1.0593,-0.3856
2017-10-10,1.059,-0.0283
2017-10-11,1.055,-0.3777
2017-10-12,1.0592,0.3981
2017-10-13,1.0601,0.085
2017-10-16,1.0634,0.3113
2017-10-17,1.0602,-0.3009
2017-10-18,1.0569,-0.3113
2017-10-19,1.054,-0.2744
2017-10-20,1.0537,-0.0285
2017-10-23,1.051,-0.2562
2017-10-24,1.0544,0.3235
2017-10-25,1.0502,-0.3983
2017-10-26,1.0525,0.219
2017-10-27,1.0468,-0.5416
2017-10-30,1.0467,-0.0096
2017-10-31,1.0504,0.3535
2017-11-01,1.0486,-0.1714
2017-11-02,1.0482,-0.0381
2017-11-03,1.0491,0.0859
2017-11-06,1.047,-0.2002
2017-11-07,1.0518,0.4585
2017-11-08,1.0526,0.0761
2017-11-09,1.0555,0.2755
2017-11-10,1.0575,0.1895
2017-11-13,1.054,-0.331
2017-11-14,1.0522,-0.1708
2017-11-15,1.0542,0.1901
2017-11-16,1.0505,-0.351
2017-11-17,1.0535,0.2856
2017-11-20,1.0588,0.5031
2017-11-21,1.0536,-0.4911
2017-11-22,1.053,-0.0569
2017-11-23,1.0547,0.1614
2017-11-24,1.0548,0.0095
2017-11-27,1.0551,0.0284
2017-11-28,1.0564,0.1232
2017-11-29,1.0582,0.1704
2017-11-30,1.0516,-0.6237
2017-12-01,1.0458,-0.5515
2017-12-04,1.0451,-0.0669
2017-12-05,1.0458,0.067
2017-12-06,1.0405,-0.5068
2017-12-07,1.0326,-0.7593
2017-12-08,1.0269,-0.552
2017-12-11,1.0285,0.1558
2017-12-12,1.0256,-0.282
2017-12-13,1.0266,0.0975
2017-12-14,1.0348,0.7988
2017-12-15,1.0334,-0.1353
2017-12-18,1.0346,0.1161
2017-12-19,1.0397,0.4929
2017-12-20,1.0375,-0.2116
2017-12-21,1.0355,-0.1928
2017-12-22,1.0368,0.1255
2017-12-25,1.0406,0.3665
2017-12-26,1.0419,0.1249
2017-12-27,1.045,0.2975
2017-12-28,1.0479,0.2775
2017-12-29,1.0461,-0.1718
2017-12-31,1.0461,0.0
2018-01-02,1.0545,0.803
2018-01-03,1.0573,0.2655
2018-01-04,1.0542,-0.2932
2018-01-05,1.0582,0.3794
2018-01-08,1.0594,0.1134
2018-01-09,1.0616,0.2077
2018-01-10,1.0596,-0.1884
2018-01-11,1.064,0.4153
2018-01-12,1.0661,0.1974
2018-01-15,1.0702,0.3846
2018-01-16,1.0677,-0.2336
2018-01-17,1.0634,-0.4027
2018-01-18,1.0576,-0.5454
2018-01-19,1.0553,-0.2175
2018-01-22,1.0565,0.1137
2018-01-23,1.0609,0.4165
2018-01-24,1.0636,0.2545
2018-01-25,1.0676,0.3761
2018-01-26,1.0623,-0.4964
2018-01-29,1.0564,-0.5554
2018-01-30,1.0489,-0.71
2018-01-31,1.049,0.0095
2018-02-01,1.0464,-0.2479
2018-02-02,1.0476,0.1147
2018-02-05,1.0391,-0.8114
2018-02-06,1.0455,0.6159
2018-02-07,1.0328,-1.2147
2018-02-08,1.0305,-0.2227
2018-02-09,1.0317,0.1164
2018-02-12,1.0335,0.1745
2018-02-13,1.0375,0.387
2018-02-14,1.0451,0.7325
2018-02-22,1.0381,-0.6698
2018-02-23,1.0402,0.2023
2018-02-26,1.0462,0.5768
2018-02-27,1.0417,-0.4301
2018-02-28,1.0339,-0.7488
2018-03-01,1.0319,-0.1934
2018-03-02,1.0359,0.3876
2018-03-05,1.0404,0.4344
2018-03-06,1.037,-0.3268
2018-03-07,1.0414,0.4243
2018-03-08,1.0408,-0.0576
2018-03-09,1.0349,-0.5669
2018-03-12,1.0353,0.0387
2018-03-13,1.0349,-0.0386
2018-03-14,1.0366,0.1643
2018-03-15,1.0359,-0.0675
2018-03-16,1.0329,-0.2896
2018-03-19,1.0269,-0.5809
2018-03-20,1.0302,0.3214
2018-03-21,1.031,0.0777
2018-03-22,1.0398,0.8535
2018-03-23,1.0504,1.0194
2018-03-26,1.0479,-0.238
2018-03-27,1.0474,-0.0477
2018-03-28,1.0415,-0.5633
2018-03-29,1.0315,-0.9602
2018-03-30,1.0336,0.2036
2018-04-02,1.0346,0.0967
2018-04-03,1.0407,0.5896
2018-04-04,1.0395,-0.1153
2018-04-09,1.037,-0.2405
2018-04-10,1.0387,0.1639
2018-04-11,1.0421,0.3273
2018-04-12,1.0467,0.4414
2018-04-13,1.0393,-0.707
2018-04-16,1.042,0.2598
2018-04-17,1.0442,0.2111
2018-04-18,1.0425,-0.1628
2018-04-19,1.0464,0.3741
2018-04-20,1.0419,-0.43
2018-04-23,1.0363,-0.5375
2018-04-24,1.0348,-0.1447
2018-04-25,1.0326,-0.2126
2018-04-26,1.0352,0.2518
2018-04-27,1.0316,-0.3478
2018-05-02,1.0295,-0.2036
2018-05-03,1.028,-0.1457
2018-05-04,1.0283,0.0292
2018-05-07,1.0302,0.1848
2018-05-08,1.0314,0.1165
2018-05-09,1.0286,-0.2715
2018-05-10,1.0304,0.175
2018-05-11,1.0328,0.2329
2018-05-14,1.0318,-0.0968
2018-05-15,1.0277,-0.3974
2018-05-16,1.0187,-0.8757
2018-05-17,1.0126,-0.5988
2018-05-18,1.0136,0.0988
2018-05-21,1.0119,-0.1677
2018-05-22,1.0143,0.2372
2018-05-23,1.016,0.1676
2018-05-24,1.0204,0.4331
2018-05-25,1.0249,0.441
2018-05-28,1.0209,-0.3903
2018-05-29,1.0231,0.2155
2018-05-30,1.0249,0.1759
2018-05-31,1.0273,0.2342
2018-06-01,1.0256,-0.1655
2018-06-04,1.0212,-0.429
2018-06-05,1.0195,-0.1665
2018-06-06,1.0209,0.1373
2018-06-07,1.0216,0.0686
2018-06-08,1.0218,0.0196
2018-06-11,1.0223,0.0489
2018-06-12,1.0217,-0.0587
2018-06-13,1.0207,-0.0979
2018-06-14,1.0245,0.3723
2018-06-15,1.0238,-0.0683
2018-06-19,1.0201,-0.3614
2018-06-20,1.0145,-0.549
2018-06-21,1.0123,-0.2169
2018-06-22,1.0156,0.326
2018-06-25,1.0174,0.1772
2018-06-26,1.0176,0.0197
2018-06-27,1.0188,0.1179
2018-06-28,1.0168,-0.1963
2018-06-29,1.018,0.118
2018-06-30,1.018,0.0
2018-07-02,1.0182,0.0196
2018-07-03,1.0198,0.1571
2018-07-04,1.0219,0.2059
2018-07-05,1.0215,-0.0391
2018-07-06,1.0248,0.3231
2018-07-09,1.0244,-0.039
2018-07-10,1.0212,-0.3124
2018-07-11,1.0239,0.2644
2018-07-12,1.0202,-0.3614
2018-07-13,1.0193,-0.0882
2018-07-16,1.0206,0.1275
2018-07-17,1.0193,-0.1274
2018-07-18,1.0104,-0.8731
2018-07-19,1.0133,0.287
2018-07-20,1.0176,0.4244
2018-07-23,1.0212,0.3538
2018-07-24,1.0213,0.0098
2018-07-25,1.0197,-0.1567
2018-07-26,1.0217,0.1961
2018-07-27,1.0206,-0.1077
2018-07-30,1.0207,0.0098
2018-07-31,1.0219,0.1176
2018-08-01,1.0204,-0.1468
2018-08-02,1.0192,-0.1176
2018-08-03,1.0186,-0.0589
2018-08-06,1.0177,-0.0884
2018-08-07,1.0176,-0.0098
2018-08-08,1.016,-0.1572
2018-08-09,1.0158,-0.0197
2018-08-10,1.0162,0.0394
2018-08-13,1.018,0.1771
2018-08-14,1.0097,-0.8153
2018-08-15,1.0076,-0.208
2018-08-16,0.9978,-0.9726
2018-08-17,0.9947,-0.3107
2018-08-20,1.0004,0.573
2018-08-21,1.0056,0.5198
2018-08-22,1.0042,-0.1392
2018-08-23,1.0049,0.0697
2018-08-24,1.0059,0.0995
2018-08-27,1.0084,0.2485
2018-08-28,1.0123,0.3868
2018-08-29,1.0099,-0.2371
2018-08-30,1.011,0.1089
2018-08-31,1.0126,0.1583
2018-09-03,1.0072,-0.5333
2018-09-04,1.004,-0.3177
2018-09-05,1.0029,-0.1096
2018-09-06,1.0063,0.339
2018-09-07,1.008,0.1689
2018-09-10,1.0076,-0.0397
2018-09-11,1.0083,0.0695
2018-09-12,1.0076,-0.0694
2018-09-13,1.0112,0.3573
2018-09-14,1.0133,0.2077
2018-09-17,1.0094,-0.3849
2018-09-18,1.0099,0.0495
2018-09-19,1.0131,0.3169
2018-09-20,1.0126,-0.0494
2018-09-21,1.0166,0.395
2018-09-25,1.0121,-0.4427
2018-09-26,1.0142,0.2075
2018-09-27,1.0112,-0.2958
2018-09-28,1.0026,-0.8505
2018-10-08,1.0133,1.0672
2018-10-09,1.0123,-0.0987
2018-10-10,1.0114,-0.0889
2018-10-11,1.0177,0.6229
2018-10-12,1.0295,1.1595
2018-10-15,1.0409,1.1073
2018-10-16,1.0406,-0.0288
2018-10-17,1.0387,-0.1826
2018-10-18,1.0384,-0.0289
2018-10-19,1.0406,0.2119
2018-10-22,1.0423,0.1634
2018-10-23,1.0479,0.5373
2018-10-24,1.0481,0.0191
2018-10-25,1.0491,0.0954
2018-10-26,1.052,0.2764
2018-10-29,1.0511,-0.0856
2018-10-30,1.0462,-0.4662
2018-10-31,1.0387,-0.7169
2018-11-01,1.0419,0.3081
2018-11-02,1.0407,-0.1152
2018-11-05,1.0444,0.3555
2018-11-06,1.0422,-0.2106
2018-11-07,1.0434,0.1151
2018-11-08,1.0385,-0.4696
2018-11-09,1.0369,-0.1541
2018-11-12,1.0285,-0.8101
2018-11-13,1.0258,-0.2625
2018-11-14,1.024,-0.1755
2018-11-15,1.0309,0.6738
2018-11-16,1.0332,0.2231
2018-11-19,1.0371,0.3775
2018-11-20,1.0396,0.2411
2018-11-21,1.0396,0.0
2018-11-22,1.0406,0.0962
2018-11-23,1.0404,-0.0192
2018-11-26,1.0415,0.1057
2018-11-27,1.0386,-0.2784
2018-11-28,1.0338,-0.4622
2018-11-29,1.0399,0.5901
2018-11-30,1.0402,0.0288
2018-12-03,1.0385,-0.1634
2018-12-04,1.0378,-0.0674
2018-12-05,1.0385,0.0675
2018-12-06,1.0424,0.3755
2018-12-07,1.0444,0.1919
2018-12-10,1.0554,1.0532
2018-12-11,1.053,-0.2274
2018-12-12,1.0505,-0.2374
2018-12-13,1.053,0.238
2018-12-14,1.0502,-0.2659
2018-12-17,1.0477,-0.238
2018-12-18,1.0541,0.6109
2018-12-19,1.0554,0.1233
2018-12-20,1.0558,0.0379
2018-12-21,1.0632,0.7009
2018-12-24,1.0663,0.2916
2018-12-25,1.0723,0.5627
2018-12-26,1.0751,0.2611
2018-12-27,1.0705,-0.4279
2018-12-28,1.0765,0.5605
2018-12-31,1.0763,0.0
2019-01-02,1.0808,0.3994
2019-01-03,1.0864,0.5181
2019-01-04,1.0876,0.1105
2019-01-07,1.0825,-0.4689
2019-01-08,1.0777,-0.4434
2019-01-09,1.0743,-0.3155
2019-01-10,1.0742,-0.0093
2019-01-11,1.0718,-0.2234
2019-01-14,1.0726,0.0746
2019-01-15,1.0684,-0.3916
2019-01-16,1.0708,0.2246
2019-01-17,1.0713,0.0467
2019-01-18,1.072,0.0653
2019-01-21,1.0677,-0.4011
2019-01-22,1.0698,0.1967
2019-01-23,1.0684,-0.1309
2019-01-24,1.0692,0.0749
2019-01-25,1.0683,-0.0842
2019-01-28,1.0758,0.702
2019-01-29,1.0814,0.5205
2019-01-30,1.0845,0.2867
2019-01-31,1.0845,0.0
2019-02-01,1.087,0.2305
2019-02-11,1.0868,-0.0184
2019-02-12,1.0881,0.1196
2019-02-13,1.0855,-0.2389
2019-02-14,1.0835,-0.1842
2019-02-15,1.0903,0.6276
2019-02-18,1.0963,0.5503
2019-02-19,1.099,0.2463
2019-02-20,1.1052,0.5641
2019-02-21,1.0993,-0.5338
2019-02-22,1.0923,-0.6368
2019-02-25,1.0899,-0.2197
2019-02-26,1.0887,-0.1101
2019-02-27,1.0881,-0.0551
2019-02-28,1.0812,-0.6341
2019-03-01,1.0756,-0.5179
2019-03-04,1.0615,-1.3109
2019-03-05,1.0565,-0.471
2019-03-06,1.0626,0.5774
2019-03-07,1.0584,-0.3953
2019-03-08,1.0672,0.8314
2019-03-11,1.0711,0.3654
2019-03-12,1.0687,-0.2241
2019-03-13,1.0761,0.6924
2019-03-14,1.0738,-0.2137
2019-03-15,1.0739,0.0093
2019-03-18,1.074,0.0093
2019-03-19,1.0775,0.3259
2019-03-20,1.0754,-0.1949
2019-03-21,1.0821,0.623
2019-03-22,1.0821,0.0
2019-03-25,1.0848,0.2495
2019-03-26,1.0865,0.1567
2019-03-27,1.0845,-0.1841
2019-03-28,1.0822,-0.2121
2019-03-29,1.062,-1.8666
2019-04-01,1.0651,0.2919
2019-04-02,1.0634,-0.1596
2019-04-03,1.0653,0.1787
2019-04-04,1.0676,0.2159
2019-04-08,1.0711,0.3278
2019-04-09,1.0719,0.0747
2019-04-10,1.0766,0.4385
2019-04-11,1.077,0.0372
2019-04-12,1.0682,-0.8171
2019-04-15,1.0629,-0.4962
2019-04-16,1.0624,-0.047
2019-04-17,1.0562,-0.5836
2019-04-18,1.0523,-0.3692
2019-04-19,1.0557,0.3231
2019-04-22,1.0576,0.18
2019-04-23,1.0541,-0.3309
2019-04-24,1.0515,-0.2467
2019-04-25,1.0572,0.5421
2019-04-26,1.0607,0.3311
2019-04-29,1.059,-0.1603
2019-04-30,1.0601,0.1039
2019-05-06,1.0646,0.4245
2019-05-07,1.0634,-0.1127
2019-05-08,1.0667,0.3103
2019-05-09,1.0697,0.2812
2019-05-10,1.0692,-0.0467
2019-05-13,1.0756,0.5986
2019-05-14,1.0893,1.2737
2019-05-15,1.0855,-0.3488
2019-05-16,1.0896,0.3777
2019-05-17,1.0867,-0.2662
2019-05-20,1.0835,-0.2945
2019-05-21,1.0814,-0.1938
2019-05-22,1.0804,-0.0925
2019-05-23,1.0815,0.1018
2019-05-24,1.0885,0.6472
2019-05-27,1.0878,-0.0643
2019-05-28,1.0882,0.0368
2019-05-29,1.0888,0.0551
2019-05-30,1.0831,-0.5235
2019-05-31,1.0965,1.2372
2019-06-03,1.1104,1.2677
2019-06-04,1.1218,1.0267
2019-06-05,1.1268,0.4457
2019-06-06,1.1287,0.1686
2019-06-10,1.1266,-0.1861
2019-06-11,1.1203,-0.5592
2019-06-12,1.1294,0.8123
2019-06-13,1.1326,0.2833
2019-06-14,1.1493,1.4745
2019-06-17,1.1369,-1.0789
2019-06-18,1.144,0.6245
2019-06-19,1.1393,-0.4108
2019-06-20,1.1633,2.1066
2019-06-21,1.1729,0.8252
2019-06-24,1.1808,0.6735
2019-06-25,1.2046,2.0156
2019-06-26,1.1866,-1.4943
2019-06-27,1.1835,-0.2613
2019-06-28,1.1859,0.2028
2019-06-30,1.1859,0.0
2019-07-01,1.1603,-2.1587
2019-07-02,1.1677,0.6378
2019-07-03,1.1987,2.6548
2019-07-04,1.1884,-0.8593
2019-07-05,1.1906,0.1851
2019-07-08,1.1838,-0.5711
2019-07-09,1.1751,-0.7349
2019-07-10,1.1738,-0.1106
2019-07-11,1.1933,1.6613
2019-07-12,1.1864,-0.5782
2019-07-15,1.1878,0.118
2019-07-16,1.1891,0.1094
2019-07-17,1.1832,-0.4962
2019-07-18,1.1936,0.879
2019-07-19,1.2081,1.2148
2019-07-22,1.2009,-0.596
2019-07-23,1.1934,-0.6245
2019-07-24,1.1973,0.3268
2019-07-25,1.1976,0.0251
2019-07-26,1.1944,-0.2672
2019-07-29,1.1954,0.0837
2019-07-30,1.2002,0.4015
2019-07-31,1.2057,0.4583
2019-08-01,1.1888,-1.4017
2019-08-02,1.2149,2.1955
2019-08-05,1.2491,2.815
2019-08-06,1.255,0.4723
2019-08-07,1.2798,1.9761
2019-08-08,1.2914,0.9064
2019-08-09,1.2912,-0.0155
2019-08-12,1.2838,-0.5731
2019-08-13,1.3141,2.3602
2019-08-14,1.2847,-2.2373
2019-08-15,1.295,0.8017
2019-08-16,1.2988,0.2934
2019-08-19,1.2934,-0.4158
2019-08-20,1.2888,-0.3557
2019-08-21,1.2871,-0.1319
2019-08-22,1.2915,0.3419
2019-08-23,1.2886,-0.2245
2019-08-26,1.3318,3.3525
2019-08-27,1.3349,0.2328
2019-08-28,1.3403,0.4045
2019-08-29,1.3465,0.4626
2019-08-30,1.3299,-1.2328
2019-09-02,1.3254,-0.3384
2019-09-03,1.333,0.5734
2019-09-04,1.34,0.5251
2019-09-05,1.3436,0.2687
2019-09-06,1.3102,-2.4859
2019-09-09,1.3075,-0.2061
2019-09-10,1.2896,-1.369
2019-09-11,1.2918,0.1706
2019-09-12,1.294,0.1703
2019-09-16,1.2928,-0.0927
2019-09-17,1.2901,-0.2088
2019-09-18,1.2943,0.3256
2019-09-19,1.2895,-0.3709
2019-09-20,1.2953,0.4498
2019-09-23,1.3084,1.0113
2019-09-24,1.3132,0.3669
2019-09-25,1.3213,0.6168
2019-09-26,1.3034,-1.3547
2019-09-27,1.2959,-0.5754
2019-09-30,1.2921,-0.2932
2019-10-08,1.2901,-0.1548
2019-10-09,1.3064,1.2635
2019-10-10,1.2993,-0.5435
2019-10-11,1.2921,-0.5541
2019-10-14,1.2745,-1.3621
2019-10-15,1.2792,0.3688
2019-10-16,1.2754,-0.2971
2019-10-17,1.2803,0.3842
2019-10-18,1.2763,-0.3124
2019-10-21,1.2776,0.1019
2019-10-22,1.2752,-0.1879
2019-10-23,1.2767,0.1176
2019-10-24,1.2746,-0.1645
2019-10-25,1.2884,1.0827
2019-10-28,1.2882,-0.0155
2019-10-29,1.2769,-0.8772
2019-10-30,1.2734,-0.2741
2019-10-31,1.2753,0.1492
2019-11-01,1.2863,0.8625
2019-11-04,1.2835,-0.2177
2019-11-05,1.2779,-0.4363
2019-11-06,1.2591,-1.4712
2019-11-07,1.2584,-0.0556
2019-11-08,1.2415,-1.343
2019-11-11,1.2392,-0.1853
2019-11-12,1.2284,-0.8715
2019-11-13,1.2389,0.8548
2019-11-14,1.2433,0.3552
2019-11-15,1.2404,-0.2333
2019-11-18,1.2389,-0.1209
2019-11-19,1.245,0.4924
2019-11-20,1.2493,0.3454
2019-11-21,1.2488,-0.04
2019-11-22,1.25,0.0961
2019-11-25,1.2392,-0.864
2019-11-26,1.2386,-0.0484
2019-11-27,1.2408,0.1776
2019-11-28,1.2376,-0.2579
2019-11-29,1.2414,0.307
2019-12-02,1.2403,-0.0886
2019-12-03,1.2462,0.4757
2019-12-04,1.2688,1.8135
2019-12-05,1.2598,-0.7093
2019-12-06,1.2532,-0.5239
2019-12-09,1.245,-0.6543
2019-12-10,1.2485,0.2811
2019-12-11,1.2462,-0.1842
2019-12-12,1.2533,0.5697
2019-12-13,1.2425,-0.8617
2019-12-16,1.2506,0.6519
2019-12-17,1.2494,-0.096
2019-12-18,1.2513,0.1521
2019-12-19,1.2486,-0.2158
2019-12-20,1.2536,0.4004
2019-12-23,1.2578,0.335
2019-12-24,1.2614,0.2862
2019-12-25,1.2676,0.4915
2019-12-26,1.2722,0.3629
2019-12-27,1.2749,0.2122
2019-12-30,1.2749,0.0
2019-12-31,1.2764,0.1177
2020-01-02,1.2798,0.2664
2020-01-03,1.2995,1.5393
2020-01-06,1.3268,2.1008
2020-01-07,1.3162,-0.7989
2020-01-08,1.3358,1.4891
2020-01-09,1.2971,-2.8971
2020-01-10,1.2992,0.1619
2020-01-13,1.2955,-0.2848
2020-01-14,1.2845,-0.8491
2020-01-15,1.292,0.5839
2020-01-16,1.2941,0.1625
2020-01-17,1.2915,-0.2009
2020-01-20,1.293,0.1161
2020-01-21,1.3041,0.8585
2020-01-22,1.2954,-0.6671
2020-01-23,1.3023,0.5327
2020-02-03,1.3334,2.3881
2020-02-04,1.3261,-0.5475
2020-02-05,1.3166,-0.7164
2020-02-06,1.3081,-0.6456
2020-02-07,1.3172,0.6957
2020-02-10,1.3218,0.3492
2020-02-11,1.3196,-0.1664
2020-02-12,1.3137,-0.4471
2020-02-13,1.323,0.7079
2020-02-14,1.3245,0.1134
2020-02-17,1.33,0.4153
2020-02-18,1.3371,0.5338
2020-02-19,1.3516,1.0844
2020-02-20,1.3565,0.3625
2020-02-21,1.3839,2.0199
2020-02-24,1.4102,1.9004
2020-02-25,1.3867,-1.6664
2020-02-26,1.392,0.3822
2020-02-27,1.3899,-0.1509
2020-02-28,1.3693,-1.4821
2020-03-02,1.345,-1.7746
2020-03-03,1.343,-0.1487
2020-03-04,1.3665,1.7498
2020-03-05,1.3718,0.3879
2020-03-06,1.3937,1.5964
2020-03-09,1.3976,0.2798
2020-03-10,1.3747,-1.6385
2020-03-11,1.3843,0.6983
2020-03-12,1.372,-0.8885
2020-03-13,1.333,-2.8426
2020-03-16,1.2926,-3.0308
2020-03-17,1.2394,-4.1157
2020-03-18,1.2676,2.2753
2020-03-19,1.2581,-0.7494
2020-03-20,1.2714,1.0571
2020-03-23,1.2693,-0.1652
2020-03-24,1.3325,4.9791
2020-03-25,1.3576,1.8837
2020-03-26,1.3541,-0.2578
2020-03-27,1.3668,0.9379
2020-03-30,1.3613,-0.4024
2020-03-31,1.3618,0.0367
2020-04-01,1.3454,-1.2043
2020-04-02,1.3468,0.1041
2020-04-03,1.3551,0.6163
2020-04-07,1.3876,2.3983
2020-04-08,1.3832,-0.3171
2020-04-09,1.3837,0.0361
2020-04-10,1.3909,0.5203
2020-04-13,1.39,-0.0647
2020-04-14,1.4083,1.3165
2020-04-15,1.3989,-0.6675
2020-04-16,1.4128,0.9936
2020-04-17,1.3839,-2.0456
2020-04-20,1.3833,-0.0434
2020-04-21,1.3992,1.1494
2020-04-22,1.3949,-0.3073
2020-04-23,1.415,1.441
2020-04-24,1.4237,0.6148
2020-04-27,1.4213,-0.1686
2020-04-28,1.4084,-0.9076
2020-04-29,1.4122,0.2698
2020-04-30,1.4222,0.7081
2020-05-06,1.4202,-0.1406
2020-05-07,1.4183,-0.1338
2020-05-08,1.4316,0.9377
2020-05-11,1.4238,-0.5448
2020-05-12,1.4224,-0.0983
2020-05-13,1.4229,0.0352
2020-05-14,1.4315,0.6044
2020-05-15,1.4509,1.3552
2020-05-18,1.4852,2.364
2020-05-19,1.4652,-1.3466
2020-05-20,1.4803,1.0306
2020-05-21,1.464,-1.1011
2020-05-22,1.4628,-0.082
2020-05-25,1.4607,-0.1436
2020-05-26,1.4672,0.445
2020-05-27,1.4555,-0.7974
2020-05-28,1.4631,0.5222
2020-05-29,1.4624,-0.0478
2020-06-01,1.477,0.9984
2020-06-02,1.473,-0.2708
2020-06-03,1.46,-0.8826
2020-06-04,1.4471,-0.8836
2020-06-05,1.4474,0.0207
2020-06-08,1.4329,-1.0018
2020-06-09,1.4345,0.1117
2020-06-10,1.4502,1.0945
2020-06-11,1.4612,0.7585
2020-06-12,1.459,-0.1506
2020-06-15,1.4501,-0.61
2020-06-16,1.4527,0.1793
2020-06-17,1.4562,0.2409
2020-06-18,1.4541,-0.1442
2020-06-19,1.4569,0.1926
2020-06-22,1.4688,0.8168
2020-06-23,1.4714,0.177
2020-06-24,1.4803,0.6049
2020-06-29,1.4809,0.0405
2020-06-30,1.4829,0.1351
2020-07-01,1.494,0.7485
2020-07-02,1.477,-1.1379
2020-07-03,1.4819,0.3318
2020-07-06,1.4799,-0.135
2020-07-07,1.4817,0.1216
2020-07-08,1.4887,0.4724
2020-07-09,1.4985,0.6583
2020-07-10,1.4905,-0.5339
2020-07-13,1.4952,0.3153
2020-07-14,1.4922,-0.2006
2020-07-15,1.4925,0.0201
2020-07-16,1.4902,-0.1541
2020-07-17,1.4814,-0.5905
2020-07-20,1.4857,0.2903
2020-07-21,1.4966,0.7337
2020-07-22,1.5292,2.1783
2020-07-23,1.5374,0.5362
2020-07-24,1.5562,1.2228
2020-07-27,1.5878,2.0306
2020-07-28,1.584,-0.2393
2020-07-29,1.5883,0.2715
2020-07-30,1.5713,-1.0703
2020-07-31,1.5941,1.451
2020-08-03,1.5907,-0.2133
2020-08-04,1.592,0.0817
2020-08-05,1.6331,2.5817
2020-08-06,1.647,0.8511
2020-08-07,1.6585,0.6982
2020-08-10,1.6437,-0.8924
2020-08-11,1.6126,-1.8921
2020-08-12,1.5148,-6.0647
2020-08-13,1.534,1.2675
2020-08-14,1.5493,0.9974
